Review,Sentiment
Ni ye galat bat h is me sahir lodhi ka koe qasor ni h t.v me achi baten b ati han wo to ap log catch ni krty??,Positive
Sahi baat ha,Positive
bilkul darosat .....,Positive
Bilkul sahi,Positive
Bilkul sahi kaha.aap.ñ .ey,Positive
Bilkul sahi aese morning show ka bnd ho jana hi bhtr he,Positive
Bilco yh zaror hona chahey,Positive
Bilkul thehk.,Positive
Bilkul,Positive
Beshak zaror krwana chaye,Positive
Agreed with attaria qadria,Positive
Sare comments bilkul sahi hn m sb ki taed krti Hun aur sb k sath hun,Positive
Taab too hum khud unn Koo saport karay hootay hai,Positive
Yar ajkl sakht pareshan hu rozgar ki fikr me bht acha lga parh k,Positive
har taraqi ke leye islam zrori ha,Positive
Nhi pta ??? Allah or us k rasool s.a.w ki etaat kro..,Positive
beshak,Positive
khoob,Positive
Boht aalaa,Positive
Jis na kha ha ci kha ha,Positive
#prime_Minster ki kursi chahye kitna #yaqeen_nazm_o_zabt or #lagan chahye hogi...!😂😂,Positive
"Allah ki raza mandi ke bagir koi cheez hasil nahi ki jasakti, chahe insan kitna hi yaqeen or nazmosabt ke saath hasil karne ki koshish karle......",Positive
dil ko sukoon deney wali tehreer kash aesa wagat dobara aa jaey,Positive
Jis ne likha he bohat behtareen likha ... wah wah,Positive
Same thing k Aik bunda Chauti burai ko Sahi samajh k kerta hay to Wo Bari burai ko Asan samajh leta hay. Bacho ko roshnash karana apnay tahafuz k lye Buri baat Nahi.,Positive
Bilkul right,Positive
Jis nay asbiat ki taraf dawat di us nay zulm ki taraf dawat di yehi asbiat to pehlay east Pakistan ko kha gar ab baki ko kha rahi hai 😔,Positive
"Ap hongi, hum tou muhabbat bantnay walay hy, we beleieve in equal rights",Positive
Such kaha..!,Positive
lol is page waly ki DP dekh or bat kia karaha yeh ,Positive
Iss mein koi burai nahi,Positive
Iss mein koi burai nahi hey,Positive
Hidayat ki dua kije or roye aise logi par tv me dikhane se kuch nahi hoga agar aap rokne ki takat rakhti he to rokiye varna dil me bura janiye lekin uske gunaho ko kisi pe ujagar mat kariye Yeh Allah or bannde ka maam la he bas uske liye astag far kariya or meri bato ka bura laga ho to mujhe bhi maaf kijiye,Positive
AIK HADEES HEY MOMAN KABHI LAAN TAAN NAHIN KARTA,Positive
Ye follow nh kr rha unki khushyon m shamil hua h bs,Positive
Bilawal Allah tumain salamat rakhey,Positive
Namaz qaim kro kiun k namaz behayai sy rokti hai.... islam mein hukam k sath reasoning bhi hai... bss aqal mand logo k liye he nishaniyan hai aur wohi samjhty hain inko,Positive
Aur islaam mein soor ka goosht khana haram hai...lehaza kiun k uss mein bht harmful steroids hty jo insaani jism ko sakht nuksaan pohnchaty... aur islaam mein hr wo cheez mana hai jiska insaan ko nuqsaan hai,Positive
Wah zbrdst,Positive
"thek, ALLAH pak ka koi b hukam maslehat k baghair nai.",Positive
Australia Me Shawal ka Chand Nazar Aa Gaya Kal Eid Hogi ,Positive
PM NawazSharif Ki Nawasi Mehar u Nisa Safdar Aur Raheel Munir Ka Nikah Masjid Nabvi Mein Munaqid PM Samait Ahal e Khana Ki Shirkat ,Positive
Sub Se Zaiyda Mein 136 Jagah Hazrat Mosa A S Ka Zikar Aya Hain ,Positive
Tareef Kiya Huwa ,Positive
Har Musalman Mard Aurat Ghulam Aazad Chotay Baray Par Namaz E EID Se Pehlay Sadqa E Fitr Dena Lazim Hai,Positive
Ap Sb Ki Shirkat Ka Shukrya ,Positive
Mullah Umar Ne Afghan Hukomat amp Taliban Muzakrat Ki Himayat Kar Di Afghanistan Se Qabzay K Khatmay K Liye Muzakrat Jaiz Hen Paigham ,Positive
Skin Saf Krny K Liye Honey Milk Or Dahi Mix Kijye Is Mixture Ko 15 Mint K Liye Skin Pr Laga Lijye Bad Mai Saf Pani Sy Dho Lijye ,Positive
Samnay betha tha mere or wo mera na tha,Positive
ALLAH Ki Naimaton Main Sy 1 Naimat Hy Or Moqa Mily Or Bach Jana Yeh ,Positive
ATC Ne 23 March Ko Giriftar Honewale Zulficar Mirza K 11 Guard Ko Riha Karne Ka Hukum Dedia ,Positive
Apny Bhai Ki Madad Karo ,Positive
Islam Musalmano K Ilam Ka Naam Nhe Un K Amal Ka Naam Hy Yani Islam Bolny Wali Baat Nhe Karny Wala Kaam Hy ,Positive
Main Aaj Se Hi Bicha Doon Us Raah Pe Palken ,Positive
3 Cheze Halos E Dil k sat karni Chahey ,Positive
1 Raham 2 karam 3 Dua ,Positive
Es Ki Bunyad Kalma Tayyaba Par Hain,Positive
14 Se 16 July Tak Karachi Janay Wali Trainon K Kirayon Me 50 Kami Khali Trainen Wapsi Per Senkron Musafiron Ko Lati Hen ,Positive
Subai Hakumat Ne Chand Raat Per Hawai Firing Karne Per Pabandi Aid Kr Di ,Positive
Nishaniyan Ka Pani Metha Hojana Na Ziada Sardi KhuLa Huwa Shu a K TuLu Hona ,Positive
Ramzan K Akhri Ashray Me Mazeed Barishon Ka Imkaan ,Positive
Eid Ul Fiter Per Bi Barishon Ka Imkan ,Positive
Tabdeli Yhi Log Laskengy ,Positive
Masjid Qab a Is The First Mosque Where Mohammad SAW Openly Led The Regular Prayer Congregation Of His Companions ,Positive
Darood Sharif Parh Kar Muslim Dosto Ko Send Kro ,Positive
1 Bar Parhny Say 10 Gunah Mitaty Hain Or 10 Nikya Milti Hain ,Positive
Doston ko Bhe Daawat Den ,Positive
Islamabad K Baldiyati Intakhabat Jamati Buniyad Per Kraney Ka Bill Senate Me Kasrat e Rae Se Manzur ,Positive
Incharge Officer Slaughter House Dr Ghafoor Mengal Ki Nigrani Me Govt Slaughter House Me Bemar Janwaron K Gosht Ko Jalae Gaye ,Positive
Jo Shakhs ALLAH K Liye 1 Din Aitikaf Karta Hy ALLAH Isko Jahanum Se Zamin Asman K Barabar 3 Guna Door Kar Deta Hy ,Positive
NAMAZ E FAJAR Hamari khobsoorti Mein Ezafa Karti Hain ,Positive
NAMAZ E ZUHAR Hamari Aamdani Mein Izafa Karti Hein ,Positive
Subai Assembliyon Ki 2 Sala Karkardagi Me Khyber Pakhtunkhwa Assembly 44 Score K Sath Behtreen Qarar Survey ,Positive
Imran amp Reham Khan Is Saal Hajj Pr Jaengy ,Positive
Bohat say log tujhy dekh kar hamaray huwe ,Positive
Such Me Wo Log Sirf Kaha Karte The ,Positive
Love from Pakistan ,Positive
2 kamyab tareen inqalab tha 36 votes ,Positive
Last night in Dono Marches ko mila kar supporters ki total tadad 40000 tak banti hy Eye witnesses ,Positive
Zero point k bad se bhi agy jayengy ka jawab ,Positive
Kia husan e ittefaq hy unki galli tak ,Positive
Hum kaam se gaye thy phir kaam se gaye ,Positive
K Apni Maa k Qadmo k Nishan Dhondh Raha Ho ,Positive
L0ve u M0M ,Positive
Per TOOT k chahna sirf 1 baar hota hai ,Positive
Agar hai to janab yeh article ap k lie hi hai ,Positive
Basa Hy Kon Tairy Dil Mein Gull E Badan Ay DARD ,Positive
K Boo Gulaab Ki Aayi Tairy Paseeny Mein ,Positive
DAR E MUSTAFA S A W W Meri Sultanat Ussi Saltanat ka Faqeer hon ,Positive
To Umrain Beet Jaen Gi Kaha Na Achay LaGty Ho To Bus Lagtay Ho ,Positive
Ferdous ki lawn ap ki hoi,Positive
SapneY Mein Sine Se LagaYa PYaar Kia Jee BehlaYa ,Positive
Ghussay mei Such bolna aur Taqat k hotay huay muaf karna Afzal tareen naikiyon me se h ,Positive
Meri chahat ,Positive
meri manzil ,Positive
Ek arsy bd us k sher lota to hran rhgia ,Positive
Fehmiyaan Or Bhi Barh Gayn khushqismati smajhi jati hay jab ghar ka gate junoob ki taraf ho ,Positive
Mainay kaghaz per bhi bana kar dekhin aankhain uski ,Positive
Koi tujhsa ho to phir naam bhi tujh sa rakhy ,Positive
Koi jb hns k milta hai mujy tm yad aaty ho ,Positive
balke khusi is baat ki hai k Misbah chakka maratay waqt gira nhi ,Positive
Ammi Pochti Hain Khane Mein Kya Doon To Mein Kehta Hoon EXTRA SHEET plz,Positive
Magharbi Wasti Riyasaton Main Barf Bari Ka Silsala Jari ,Positive
Janty hoty to mere hoty ,Positive
Kisi K Sa ath Sahii Par Wo Nazar To ,Positive
kaha na yaad aaty ho tu bus yad aaty ho ,Positive
Ye Mohabt B Kya Chz Hy ,Positive
Muskura K Guzar Jana Zaroori Tha kya ,Positive
Barha Mulk Ban Gaya ,Positive
Dobara Muslim League Q Punjab Kay Bila Muqabla Saddar Muntakhib ,Positive
20 Nov 1828 ko Kahira Misar me Mohammad Ali Pasha ki nigrani me publish hwa ,Positive
Tum pay aitbaar ki ,Positive
Ek Muhabbat Karli ,Positive
Dosra Tum Sey Karli ,Positive
KIA KHABAR THI K TUJHE YE HUNAR B AATA HY ,Positive
Js Qaom Ka Aghaz Hi IQRA Se Huwa Tha ,Positive
Ilm hasil kerna IBADET or Ilm ki Tlash JIHAD hy ,Positive
Zindagi Ko Badalne Me Waqt Nahi Lagta ,Positive
Pehle Mohabat ka iqraar karna ,Positive
Zameen k neeche sakoon sey rehtay hain ,Positive
Kabhi aap dusro k lye Dil se dua mang kr dekho ,Positive
Apko kabhi apne lye mangne ki zarurt hi nahi paregi Aur Wo ap k ,Positive
Nadan Itna Nahi Samjhi Ishq Chahre Se Nahi Nazron Se Shuru Hota Ha ,Positive
1 Kaash Aisa Ho ,Positive
2 Mera Pehla Pyar ,Positive
K Din Namaz K Liye Azaan Di Jaey To Tum ALLAH K Zikar Ki Taraf Daor Kar Aao ,Positive
Haiseat Say Half Utha Liya ,Positive
Indies Ko Hara Kar World Cup 6th Martaba Jeet Lia ,Positive
Kr Lo Mhbt Rasul e Pak SAWW se QK Akhrat Me Un K Siwa Koi Hamara Na Hoga ,Positive
Bugti Mein Civilian Hukmrani Bahal Ki Jaye Adalti Hukum ,Positive
Nationality Nahin Chor Sakta ,Positive
kabi Thehro Meray dill men Muhabat Seekh jao gy ,Positive
ALLAH PAK Ki Mehrabani Pr Hai Is Liye ,Positive
ALLAH Ki Makhlooq Pe Mehrbani Krty Raho ,Positive
ALLAH  Tm Pr Mehrban Rahy ga ,Positive
TitT LiYaan Mandlarhi Hein Kanch K Gulldaan Par lt ,Positive
Darood shareef ki kasrat ki jiay ,Positive
ALLAH pak ham sb k dilon ko AAQA HUZOOR SAWW k ishq se munawar krdy ,Positive
Na Jany Q us Ki Aankhon Pe Zindagi Lutanay Ko Ji Chahta hai ,Positive
Daikha Ho Tou Aa Mere Ujrey Howay Bikhrey,Positive
apny andar se Ghuroor ki aadat ko mitta dena chahty ho ,Positive
to Ghareeb logon ko salam kr lia kro ,Positive
Or cricket ki all commandz muft hasil kren ,Positive
Ab Khayal Rakhna Apna ,Positive
Hr ik parcham sa uoncha parcham e Islam ho jaya ,Positive
Aik Baar Darood e Pak Par Kr Agay Forward Kren ,Positive
Ba KHUDA Tujh Se Kuch Nahi Chaha ,Positive
Mai Apnay Nabi S A W W se Mhbt Q na karu k Un se Haseen to janat b Nhi ,Positive
Kabhi aap dusro k lye Dil se dua mang kr dekho ,Positive
Apko kabhi apne lye mangne ki zarurt hi nahi paregi ,Positive
Kon kehta hy guzra waqt wapis nai ata Or sb khte hen Ktna Nurani Chehra hy ,Positive
Ab Sham Ho Chuki Hai n Mera Hath Tham L0 ,Positive
BilKul muft Hasil Karen ,Positive
Na koi Tmhy Mot dy skta hy amp na koi Tmhra RIZQ Km kr skta hy ,Positive
Beshk ALLAH bht Rehm krny wla hy ,Positive
Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,Positive
AR Tabba Sports Complex Me APMF Job Fair Ka Agaz Ho Gaya Hai ,Positive
Hamara 22 Saala Tajurba ap ke Umeed ,Positive
Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,Positive
Mukhtalif Jamato Ki Janib Se Rangers K Haq Me Muzahire ,Positive
Karachi Press Club Per Mukhtalif Jamato Or Nine Zero Per MQM Ki Janib Se Sindhi Topi Or Ajrak Day Manaya Gaya ,Positive
12 Rabi ul Awal Eid e Milad un Nabi Jumerat 24 December Ko Ho Gi ,Positive
Ye Mamla Peer Tk Hal Hojaye Ga Ch Nisar Ehtiyat Se Kam Len,Positive
Apne Yadgar Lamhat ko Shandar Banain ,Positive
Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
CityNews021 Ki Janib Se Police Rangers Ko Khiraj e Tehseen ,Positive
Baldyati Elections Me Polling Ka Silsila Jaari Awam Me Josh o Kharosh ,Positive
Apne Yadgar Lamhat ko Shandar Banain ,Positive
CityNews021 Ki Janib Se Kamyab Security Iqdamat Per Police Rangers Ko Khiraj e Tehseen,Positive
5 Dec Ko Baldyati Elections K Mauqay Per Karachi Me Loadshedding Nahi Ki Jaigi ,Positive
Aaj Shehar Me Target Killing Ka Koi Bhi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
Azad Umeedwar Sameer Qureshi Symbol Hanger Ko Vote De Ker Khidmat Ka Mauqa Dein ,Positive
Dist Korangi UC 12 Green Town Ward 4 Abdul Mabood Majid Sheikh Azad Umedwar Intkhabi Nishan Bijli ka Heater Ko Vote Dein,Positive
5 December Ko Karachi K Awam Taliban K Hamiyo Ko Mustarad Ker Den Ge Hyder Abbas Rizvi MQM ,Positive
Imran Khan Ka Kal Bhi Rally Nikalnay Ka Elaan ,Positive
Apne Yadgar Lamhat ko Shandar Banain ,Positive
Karkunan Ki Badi Tadad Airport K Bahir Mojood ,Positive
Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
Azad Umeedwar Sameer Qureshi Symbol Hanger Ko Vote De Ker Khidmat Ka Mauqa Dein ,Positive
Se PMLN Ki Rally Rawan Dawan Nagmo Per Raqs,Positive
AMANTECH ne wada nibhaya ,Positive
Behtar rozgaar ka moqah dilaya ,Positive
Adaalati Pabandi K Pesh e Nazar Security Idaro Ne Altaf Hussain Ki Tasveer Walay Boards Utaar Diye ,Positive
BDS Ne Bomb Ko Nakara Bana Dia ,Positive
Wukla Gawaho Or Ehlkaro K Qatilo Or Sahulatkaro Ko Girftar Kia Jaiga,Positive
Mutasrin e Zalzala Ki Dil khol Kr Madad Karen ,Positive
Karachi Me Aashura K Mauqay Per Mukammal Aman Raha ,Positive
Kamyab Security Intizamat Per Rangers Police Or Intizamia Ko Mubarakbad ,Positive
Pakistan Ko Ab Tak 358 Runs Ki Bartari Hasil ,Positive
Karachi Ki Prime Location Per Mobile ka Karobar Kerne ka Nadir Moqa ,Positive
Bank Me Daketi K Doran Guard Ki Firing Se 1 Dakait Halak Shanakht Nahe Hosaki Jinnah Hosp Shift Rpt Maqsood Alam ,Positive
Ibrahim Hydri Se 3Target Killers Griftar  ,Positive
Gharelo Cylinder 100 Or Commercial Cylinder 400 Rupay Sasta Hogaya ,Positive
Janwaron K Rate Kam Hone Ka Imkan  ,Positive
Mein Sirf 50 Payment Pr Shop K Malik Banye Baqaya Kama K Ada Kijea ,Positive
Jald Nayi Qayadat Samnay La Raha Hoon ,Positive
PIA Ka Maah e Ramzan K Doraan Andron e Mulk Parwazon K Kirayon Me 20 Feesad Kami Ka Elaan,Positive
Wahab Riaz Ne 2 Or M Hafeez Ne 1 Wicket Hasil Ki ,Positive
Sadar Bruns Road Old City Area Samet Kayi Elaaqo Me 3 Bajay Se He Samosay Pakoray Bikna Shuru,Positive
Pak Fouj K Shohdaa K Lawahiqeen K Lye Sindh Me 9600 Acre Zameen Denay Ka Faisla ,Positive
Sabiqa Ummaton Ki Tarah Tum Per Bhi Rozay Farz Kiye Gaye Hain Takay Tum Mut taqi Ban Jao ,Positive
Tamam Members Se Bharpoor Barish K Lye Dua Kernay Ki Appeal ,Positive
Jo Shakhs ALLAH Aur Qayamat Per Eman Rakhta Ho Usay Chahiye K Achi Baat Karay Parosi Or Mehman Ka Ikram Karay ,Positive
Insaaf Karo Ye Taqwa K Qareeb Tar Hai Aur ALLAH Se Daro Bay Shak ALLAH Har Cheez Se Baa Khabar Hai ,Positive
Tum Me Se Koi Us Waqat Tak Momin Nahi Hoga Jb Tk Apni Pasandidah Cheez Ko Apnay Bhai K Liye Bhi Pasand Na Karay ,Positive
ALLAH Hidayat Walay K Seenay Ko ISLAM K Liye Khol Deta Hai ,Positive
Roza Dhaal Hai ,Positive
Jab Quran Parha Jaye Tau Khamosh Ho Kar Pori Tawajjah Se Suno Takay Tum Per Raham Kiya Jaye ,Positive
Jannat K 8 Darwazon Me Se 1 Darwazay Ka Naam Rayyan Hai Jis Se Siraf Roza Daar Hi Dakhil Ho Saken Gay ,Positive
ALLAH Salamti K Ghar Ki Taraf Bulata Hai Aur Jisay Chahay Seedhay Raastay Ki Taraf Hidayat Deta Hai ,Positive
ALLAH Ki Bandagi Karo Gharibon Ko Khana Khilaao Aur Salam Ko Aam Karo Jannat Me Salamti K Sath Dakhil Ho Gay ,Positive
Din K Duno Aur Raat K Kuch Hisson Me Namaz Qaim Karo Yaqeenan Nekiyaan Buraiyon Ko Mita Deti Hain ,Positive
Roz Subah 2 Farishtay Utartay Hain Un Me Se Aik Sakhi K Liye Dua ,Positive
Meray Bandon Ko Bata Do K Main Bakhashnay Wala Aur Meharban Hun ,Positive
24 Kart Pr Tola 45100 Rupe Ka Hogia Mazeed Kami Ka Imakan ,Positive
Kisi Miskeen Ko Sadqa Dena 1 Sawab Aur Rishtay Daar Ko Sadqa Dena 2 Sawab Hai Aik Sadqa Ka Dosra Sila Rahmi Ka ,Positive
ALLAH Momino Ka Difaa Karta Hy ,Positive
Shokat Khanum Me 70 Mareezo Ka Muft Elaj Hota Hai,Positive
Tum Sab Mil Kar ALLAH K Samnay Tauba Karo Takay Tumhen Falaah Aur Kamyabi Naseeb Ho ,Positive
Tum Meray Dunya Me Ghaar K Sathi Aur Aakhrat Me Houz e Kausar K Bhi Sathi Aur Rafiq Ho Gay ,Positive
Rahman K Banday Aajzi Se Chaltay Jahilon Se Salamti Ki Baat Kehtay Aur Raat Ko Ebadat Kartay Hain ,Positive
ALLAH Majboor o Bay Kas Ki Pukaar Sunta Un Ki Takleef Ko Dor Karta Aur Un Ko Apna Naib Banata Hai ,Positive
Shehar Me Aaj Target Killing Ka Koi Bhi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen,Positive
Aur Momin ALI Se Bughz Nahi Rakhta,Positive
ALLAH Aur Farishtay Nabi Per Durood Bhejhtay Hain Momino Tum Bhi Un Per Durood o Salam Bhejo ,Positive
ALLAH Ki Shaan Ye Hai K Jab Wo Kisi Cheez Ka Irada Karta Hai Tau Kehta Hai Ho Ja Tau Wo Hojati Hai ,Positive
Hafeez Ki 4 Wkts Or Shandar Century Ki Badolat Pakistan Ne 256 Ka Hadaf 4 Wickets Per Hasil Ker Lia ,Positive
Aey ALLAH Muavia Ko Logon K Liye Zariya e Hidayat Khud Hidayat Yaafta Aur Un Se Hidayat Ka Kaam Bhi Lijiye ,Positive
Jinho Ne Apni Jaano Per Zulum Kiya Woh ALLAH Ki Rehmat Se Maysu Na Ho ALLAH Sb Gunah Maf Krta Hai ,Positive
Meray Sahaba R A Sitaaron Ki Manind Hain Un Me Se Tum Jis Ki Bhi Pairwi Karo Gay Tau Hidayat Paao Gay ,Positive
ALLAH Jisay Chahta Hai Qurb K Liye Chunta Hai Aur Apni Taraf Ruju Karnay Walon Ko Hidayat Deta Hai ,Positive
Eid Ki Khushi Me Cng Stations 15 July Ko Khulenge Or 22 July Tak Cng Stations Bund Nahe Honge,Positive
Momin Bhai Bhai Hain Apnay Bhaiyon K Darmiyan Sulah Karao ALLAH Se Daro Takay Raham Kiya Jaye ,Positive
Aaj Ki Shab Milnay Walay Watan Pakistan Ki Salamati K Lye Duaao Ki Appeal ,Positive
Hum Ne Quran Ko Samajhnay K Liye Aasan Kar Diya Phir Koi Hai Sochnay Or Naseehat Hasil Karnay Wala ,Positive
JoTumhen Rasool Den Wo Lay Lo Aur Jis Cheez Se Tumhen Mana Karen Us Se Tum Baaz Raho ALLAH Se Daro ,Positive
